"ID","School","Category","CastUI","DispelType","Mechanic","Attributes","AttributesEx","AttributesEx2","AttributesEx3","AttributesEx4","ShapeshiftMask","Shapeshiftexclude","Targets","TargetCreatureType","RequiresSpellFocus","CasterAuraState","TargetAuraState","CastingTimeIndex","RecoveryTime","CategoryRecoveryTime","InterruptFlags","AuraInterruptFlags","ChannelInterruptFlags","ProcTypeMask","ProcChance","ProcCharges","MaxLevel","BaseLevel","SpellLevel","DurationIndex","PowerType","ManaCost","ManaCostPerLevel","ManaCostPerSecond","ManaCostPerSecondPerLevel","RangeIndex","Speed","ModalNextSpell","StackAmount","Totem_1","Totem_2","Reagent_1","Reagent_2","Reagent_3","Reagent_4","Reagent_5","Reagent_6","Reagent_7","Reagent_8","ReagentCount_1","ReagentCount_2","ReagentCount_3","ReagentCount_4","ReagentCount_5","ReagentCount_6","ReagentCount_7","ReagentCount_8","EquippedItemClass","EquippedItemSubclass","EquippedItemInvType","Effect_1","Effect_2","Effect_3","EffectDieSides_1","EffectDieSides_2","EffectDieSides_3","EffectBaseDice_1","EffectBaseDice_2","EffectBaseDice_3","EffectDicePerLevel_1","EffectDicePerLevel_2","EffectDicePerLevel_3","EffectRealPointsPerLevel_1","EffectRealPointsPerLevel_2","EffectRealPointsPerLevel_3","EffectBasePoints_1","EffectBasePoints_2","EffectBasePoints_3","EffectMechanic_1","EffectMechanic_2","EffectMechanic_3","ImplicitTargetA_1","ImplicitTargetA_2","ImplicitTargetA_3","ImplicitTargetB_1","ImplicitTargetB_2","ImplicitTargetB_3","EffectRadiusIndex_1","EffectRadiusIndex_2","EffectRadiusIndex_3","EffectAura_1","EffectAura_2","EffectAura_3","EffectAmplitude_1","EffectAmplitude_2","EffectAmplitude_3","EffectMultipleValue_1","EffectMultipleValue_2","EffectMultipleValue_3","EffectChainTarget_1","EffectChainTarget_2","EffectChainTarget_3","EffectItemType_1","EffectItemType_2","EffectItemType_3","EffectMiscValue_1","EffectMiscValue_2","EffectMiscValue_3","EffectTriggerSpell_1","EffectTriggerSpell_2","EffectTriggerSpell_3","EffectPointsPerCombo_1","EffectPointsPerCombo_2","EffectPointsPerCombo_3","SpellVisualID_1","SpellVisualID_2","SpellIconID","ActiveIconID","SpellPriority","Name_enUS","Name_enGB","Name_koKR","Name_frFR","Name_deDE","Name_enCN","Name_zhCN","Name_enTW","Name_Mask","NameSubtext_enUS","NameSubtext_enGB","NameSubtext_koKR","NameSubtext_frFR","NameSubtext_deDE","NameSubtext_enCN","NameSubtext_zhCN","NameSubtext_enTW","NameSubtext_Mask","Description_enUS","Description_enGB","Description_koKR","Description_frFR","Description_deDE","Description_enCN","Description_zhCN","Description_enTW","Description_Mask","AuraDescription_enUS","AuraDescription_enGB","AuraDescription_koKR","AuraDescription_frFR","AuraDescription_deDE","AuraDescription_enCN","AuraDescription_zhCN","AuraDescription_enTW","AuraDescription_Mask","ManaCostPct","StartRecoveryCategory","StartRecoveryTime","MaxTargetLevel","SpellClassSet","SpellClassMask_1","SpellClassMask_2","MaxTargets","DefenseType","PreventionType","StanceBarOrder","DamageMultiplier_1","DamageMultiplier_2","DamageMultiplier_3","MinFactionId","MinReputation","RequiredAuraVision"
"4809","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2916","0","0","0","0","0","107","0","54","0","0","Magic Focus","","","Magiefokus","","","","","8323198","Rank 1","","","Rang 1","","","","","8323198","Zvyšuje vaši šanci na získání kritického kouzla o 2%.","","","Erhöht Eure Chance, mit einem Zauber einen kritischen Treffer zu erzielen, um 2%.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4810","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","(OLD) Magic Focus","","","(OLD) Magic Focus","","","","","8323198","Rank 2","","","Rang 2","","","","","8323198","Zvyšuje vaši šanci na získání kritického s kouzlem o $s1%.","","","Erhöht Eure Chance, mit einem Zauber einen kritischen Treffer zu erzielen, um $s1%.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4811","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","(Old) Magic Focus","","","(Old) Magic Focus","","","","","8323198","Rank 3","","","Rang 3","","","","","8323198","Zvyšuje vaši šanci na získání kritického s kouzlem o $s1%.","","","Erhöht Eure Chance, mit einem Zauber einen kritischen Treffer zu erzielen, um $s1%.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4812","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4810","0","0","0","0","0","107","0","54","0","0","Magic Focus","","","Magiefokus","","","","","8323198","Rank 2","","","Rang 2","","","","","8323198","Zvyšuje vaši šanci na získání kritického kouzla o 2%.","","","Erhöht Eure Chance, mit einem Zauber einen kritischen Treffer zu erzielen, um 2%.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4813","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4811","0","0","0","0","0","107","0","54","0","0","Magic Focus","","","Magiefokus","","","","","8323198","Rank 3","","","Rang 3","","","","","8323198","Zvyšuje vaši šanci na získání kritického kouzla o 2%.","","","Erhöht Eure Chance, mit einem Zauber einen kritischen Treffer zu erzielen, um 2%.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4814","0","0","1","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","1","0","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4312","0","0","0","0","0","107","0","167","0","0","Strider Presence","","","Schreiter-Gegenwart","","","","","8323198","Tall Strider","","","Weitschreiter","","","","","8323198","Naučí vašeho ochočeného vysokého stridera schopnost Přítomnost chodce. Přítomnost chodce pomáhá regenerovat zdraví a manu.Vyžaduje: Domácí mazlíček úrovně 36+","","","Lehrt Euren gezähmten Weitschreiter die Fähigkeit 'Schreiter-Gegenwart'. 'Schreiter-Gegenwart' trägt zur Regeneration von Gesundheit und Mana bei.Benötigt: Tier Stufe 36+","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4815","0","0","1","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","1","0","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4147","0","0","0","0","0","107","0","63","0","0","Enraged Howl","","","Wütendes Geheul","","","","","8323198","Wolf","","","Wolf","","","","","8323198","Naučí svého ochočeného vlka schopnosti Rozzuřené vytí. Rozzuřené vytí zvyšuje sílu a agility vaší skupiny. Vyžaduje: Domácí mazlíček úrovně 13+","","","Lehrt Euren gezähmten Wolf die Fähigkeit 'Wütendes Geheul'. 'Wütendes Geheul' erhöht Stärke und Beweglichkeit Eurer Gruppe.Benötigt: Tier Stufe 13+","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4816","0","0","1","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","1","0","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4315","0","0","0","0","0","107","0","97","0","0","Rabid Maw","","","Tollwütiges Maul","","","","","8323198","Wolf","","","Wolf","","","","","8323198","Naučí svého ochočeného vlka schopnosti Vzteklý chřtán. Vzteklý chřtán snižuje sílu a agility nepřítele. Vyžaduje: Domácí mazlíček úrovně 36+","","","Lehrt Euren gezähmten Wolf die Fähigkeit 'Tollwütiges Maul'. 'Tollwütiges Maul' verringert Stärke und Beweglichkeit eines Feindes.Benötigt: Tier Stufe 36+","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4817","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2917","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 1","","","Rang 1","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 1 a efekt léčení Holy o 2.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 1 sowie den Effekt durch heilige Heilung um 2.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4818","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 2","","","Rang 2","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 2 a účinek léčení Holy o 4.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 2 sowie den Effekt durch heilige Heilung um 4.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4819","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 3","","","Rang 3","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 4 a efekt léčení Holy o 8.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 4 sowie den Effekt durch heilige Heilung um 8.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4820","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 4","","","Rang 4","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 6 a efekt léčení Holy o 12.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 6 sowie den Effekt durch heilige Heilung um 12.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4821","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 5","","","Rang 5","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 8 a efekt léčení Holy o 16.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 8 sowie den Effekt durch heilige Heilung um 16.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4822","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 6","","","Rang 6","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 10 a efekt léčení Holy o 20.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 10 sowie den Effekt durch heilige Heilung um 20.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4823","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 7","","","Rang 7","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 13 a efekt léčení Holy o 26.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 13 sowie den Effekt durch heilige Heilung um 26.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4824","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","15","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 8","","","Rang 8","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 16 a efekt léčení Holy o 32.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 16 sowie den Effekt durch heilige Heilung um 32.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4825","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4818","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 2","","","Rang 2","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 1 a efekt léčení Holy o 2.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 1 sowie den Effekt durch heilige Heilung um 2.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4826","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4819","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 3","","","Rang 3","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 2 a účinek léčení Holy o 4.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 2 sowie den Effekt durch heilige Heilung um 4.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4827","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4820","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 4","","","Rang 4","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 2 a efekt léčení Holy o 4.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 2 sowie den Effekt durch heilige Heilung um 4.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4828","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4821","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 5","","","Rang 5","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 2 a efekt léčení Holy o 4.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 2 sowie den Effekt durch heilige Heilung um 4.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4829","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4822","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 6","","","Rang 6","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 2 a efekt léčení Holy o 4.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 2 sowie den Effekt durch heilige Heilung um 4.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4830","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 7","","","Rang 7","","","","","4128894","Zvyšuje poškození kouzla a schopnosti Holy o 3 a efekt léčení Holy o 6.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 3 sowie den Effekt durch heilige Heilung um 6.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4831","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4824","0","0","0","0","0","107","0","156","0","0","zzOLDHoly Specialization","","","zzOLDMacht des Glaubens","","","","","4128894","Rank 8","","","Rang 8","","","","","4128894","Zvyšuje poškození kouzla a schopností Holy o 3 a efekt léčení Holy o 6.","","","Erhöht heiligen Zauber- und Fähigkeitsschaden um 3 sowie den Effekt durch heilige Heilung um 6.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4832","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","12","0","0","Fire Specialization","","","Feuer-Spezialisierung","","","","","8323198","Rank 1","","","Rang 1","","","","","8323198","Zvyšuje poškození kouzla Fire o $s1.","","","Erhöht Feuerzauber-Schaden um $s1.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4833","0","0","0","0","0","262400","0","0","0","0","0","0","256","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4832","0","0","0","0","0","107","0","12","0","0","Fire Specialization","","","Feuer-Spezialisierung","","","","","4128894","Rank 1","","","Rang 1","","","","","4128894","Zvyšuje poškození kouzla Fire o 1.","","","Erhöht Feuerzauber-Schaden um 1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4834","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","12","0","0","Fire Specialization","","","Feuer-Spezialisierung","","","","","8323198","Rank 2","","","Rang 2","","","","","8323198","Zvyšuje poškození kouzla Fire o $s1.","","","Erhöht Feuerzauber-Schaden um $s1.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"4835","0","0","0","0","0","262352","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","1","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","12","0","0","Fire Specialization","","","Feuer-Spezialisierung","","","","","8323198","Rank 3","","","Rang 3","","","","","8323198","Zvyšuje poškození kouzla Fire o $s1.","","","Erhöht Feuerzauber-Schaden um $s1.","","","","","8323198","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
